N,P,K,ph,temperature,humidity,rainfall,soil,label
66.88,12.14,49.99,6.9,25.06,68.52,238.97,alluvial,sugarcane
76.33,14.03,65.8,7.39,25.6,66.59,237.67,sandy loam,sugarcane
74.77,17.39,59.14,6.82,27.53,67.74,248.78,alluvial,sugarcane
66.82,13.67,60.35,6.91,25.98,71.94,234.09,alluvial,sugarcane
64.09,19.28,54.52,7.27,27.68,72.67,285.85,alluvial,sugarcane
81.86,21.4,54.68,6.82,27.38,61.57,259.47,alluvial,sugarcane
73.8,15.51,51.12,6.86,26.72,74.77,258.38,sandy loam,sugarcane
83.45,21.65,61.91,6.87,28.59,65.62,226.96,alluvial,sugarcane
76.23,24.63,60.6,7.24,26.81,66.81,266.81,alluvial,sugarcane
67.23,10.29,66.43,7.12,26.4,65.71,248.44,sandy loam,sugarcane
66.25,26.75,83.62,7.68,28.13,78.78,219.98,peat,sugarcane
55.57,11.7,69.13,6.89,28.27,60.8,268.84,sandy loam,sugarcane
75.74,24.88,64.88,6.93,25.13,66.83,238.82,alluvial,sugarcane
66.99,7.61,54.04,6.62,25.91,58.6,243.17,alluvial,sugarcane
77.21,13.47,73.13,7.25,22.77,68.94,228.06,sandy loam,sugarcane
78.62,16.94,83.37,6.8,27.33,69.05,247.35,alluvial,sugarcane
64.28,21.63,56.03,6.92,28.92,60.67,234.94,sandy loam,sugarcane
73.23,23.58,56.53,7.06,26.29,65.98,222.76,alluvial,sugarcane
61.96,22.57,71.21,7.04,22.0,67.24,256.15,sandy loam,sugarcane
80.17,25.69,75.77,6.78,25.02,73.14,241.84,alluvial,sugarcane
65.46,14.71,56.43,7.47,23.2,60.5,261.51,alluvial,sugarcane
77.06,14.79,85.83,6.93,25.36,70.64,195.62,sandy loam,sugarcane
85.31,22.49,65.8,6.72,27.15,60.31,261.99,sandy loam,sugarcane
74.34,16.25,59.36,6.74,24.63,71.8,241.58,alluvial,sugarcane
61.38,14.27,56.04,6.77,23.45,60.41,264.71,alluvial,sugarcane
97.47,19.94,66.74,7.16,27.46,60.65,267.36,alluvial,sugarcane
85.09,24.65,77.97,7.08,24.76,59.51,234.86,alluvial,sugarcane
73.4,17.59,54.65,6.87,25.08,59.96,218.51,alluvial,sugarcane
69.93,21.3,81.31,6.86,27.08,78.28,238.47,alluvial,sugarcane
74.2,14.0,64.2,6.94,28.06,63.31,254.51,alluvial,sugarcane
62.17,19.62,54.89,6.72,26.1,65.01,251.27,alluvial,sugarcane
61.09,11.65,70.93,7.07,27.28,66.94,257.01,sandy loam,sugarcane
90.32,9.51,74.08,7.06,25.28,67.36,254.35,sandy loam,sugarcane
80.78,22.52,67.16,6.32,26.02,71.64,260.18,alluvial,sugarcane
60.5,11.72,78.84,6.79,23.9,73.16,214.49,alluvial,sugarcane
72.45,19.05,65.11,7.08,21.74,56.76,254.11,alluvial,sugarcane
92.86,19.83,69.94,7.24,26.2,62.69,230.21,sandy loam,sugarcane
58.88,19.76,68.99,7.36,27.44,63.45,238.76,sandy loam,sugarcane
63.87,14.04,61.71,6.94,25.18,67.04,247.88,alluvial,sugarcane
66.03,14.94,61.3,7.15,26.12,65.35,237.56,alluvial,sugarcane
73.45,27.03,55.39,6.68,29.27,74.93,255.62,alluvial,sugarcane
55.32,10.14,72.33,7.55,26.71,74.54,275.77,sandy loam,sugarcane
61.25,18.64,56.0,6.68,25.23,65.91,229.33,sandy loam,sugarcane
69.71,15.74,78.15,7.03,25.86,61.7,254.08,alluvial,sugarcane
64.27,8.23,74.27,7.2,25.55,59.98,243.64,sandy loam,sugarcane
59.36,17.56,81.92,7.16,25.76,63.89,224.55,alluvial,sugarcane
78.37,16.76,64.08,6.69,27.18,62.79,284.41,alluvial,sugarcane
53.03,12.97,56.74,7.08,26.33,68.42,287.22,sandy loam,sugarcane
75.02,16.44,81.99,6.36,27.67,66.64,238.61,alluvial,sugarcane
67.99,19.91,73.85,6.95,26.59,63.23,234.66,sandy loam,sugarcane
76.16,20.65,70.16,7.21,28.04,70.57,275.75,alluvial,sugarcane
67.03,4.7,75.3,6.85,27.62,55.12,218.47,alluvial,sugarcane
82.64,17.81,53.06,7.27,25.07,58.61,245.13,alluvial,sugarcane
70.15,10.69,63.85,7.15,24.56,62.77,305.77,sandy loam,sugarcane
74.33,17.5,56.41,7.02,25.32,53.91,250.22,alluvial,sugarcane
80.55,18.7,83.01,7.35,26.95,63.39,242.01,alluvial,sugarcane
93.65,15.77,63.96,6.85,26.2,66.2,213.15,alluvial,sugarcane
72.46,8.44,55.09,7.34,27.64,75.03,233.44,alluvial,sugarcane
57.64,19.54,65.99,6.88,25.09,56.84,268.67,sandy loam,sugarcane
89.97,28.94,69.19,6.45,27.31,64.18,215.81,alluvial,sugarcane
81.55,16.09,56.3,6.99,24.14,73.71,251.36,sandy loam,sugarcane
89.39,23.01,67.21,7.23,24.24,67.85,251.04,alluvial,sugarcane
69.18,11.06,50.42,7.11,26.31,59.55,253.05,alluvial,sugarcane
58.71,14.71,68.17,6.76,25.72,65.67,257.84,sandy loam,sugarcane
72.67,20.29,59.22,7.09,26.03,61.13,246.73,alluvial,sugarcane
70.66,14.61,75.54,6.89,27.3,71.62,272.19,alluvial,sugarcane
82.67,11.31,58.25,7.26,26.07,68.26,193.41,sandy loam,sugarcane
85.19,26.36,42.91,7.17,25.81,64.53,232.56,alluvial,sugarcane
96.51,23.22,72.22,7.38,30.15,62.28,277.8,alluvial,sugarcane
71.05,15.65,59.65,6.98,25.23,57.42,237.85,alluvial,sugarcane
68.47,20.09,44.57,6.71,24.03,69.41,264.41,alluvial,sugarcane
80.54,11.68,60.41,7.01,26.19,61.67,220.86,alluvial,sugarcane
71.7,30.83,73.17,7.06,28.03,67.25,253.19,alluvial,sugarcane
71.01,14.33,77.55,7.38,25.13,62.43,224.12,alluvial,sugarcane
76.73,14.24,74.69,6.99,26.02,55.58,228.79,alluvial,sugarcane
86.18,19.48,73.28,7.05,28.53,70.81,222.85,alluvial,sugarcane
71.81,13.08,38.78,6.67,26.22,57.15,205.06,sandy loam,sugarcane
79.2,21.13,71.8,6.71,25.29,60.36,242.38,alluvial,sugarcane
78.22,16.01,81.12,6.91,25.11,63.03,244.94,sandy loam,sugarcane
78.81,10.39,54.06,6.99,26.03,58.51,236.39,alluvial,sugarcane
50.61,18.12,57.95,7.22,23.18,61.54,243.68,alluvial,sugarcane
76.28,6.62,78.45,6.87,28.5,65.53,252.66,alluvial,sugarcane
59.47,15.73,52.4,7.41,24.77,60.42,214.12,alluvial,sugarcane
76.98,13.33,69.02,6.95,24.94,69.42,234.09,sandy loam,sugarcane
74.87,15.81,55.6,7.31,24.57,62.77,267.74,alluvial,sugarcane
71.11,24.86,69.33,6.84,27.09,68.65,229.15,alluvial,sugarcane
75.76,20.29,61.47,6.86,24.92,66.2,266.46,sandy loam,sugarcane
60.62,16.56,60.17,7.38,25.02,55.61,274.73,alluvial,sugarcane
67.99,16.44,57.5,6.45,26.37,66.57,254.02,alluvial,sugarcane
62.52,18.41,72.56,6.79,28.37,65.67,274.91,sandy loam,sugarcane
72.68,18.19,86.84,7.24,27.94,69.2,285.81,alluvial,sugarcane
77.1,20.79,63.05,6.98,25.5,68.35,268.78,alluvial,sugarcane
67.49,10.17,65.13,7.18,25.61,70.19,283.81,clay loam,sugarcane
88.03,17.62,60.75,7.28,28.24,65.87,269.56,alluvial,sugarcane
78.05,17.62,75.89,7.3,27.64,72.09,237.25,alluvial,sugarcane
83.34,27.61,73.51,7.55,27.22,73.61,257.42,alluvial,sugarcane
53.06,19.08,66.54,6.81,27.58,66.44,278.85,sandy loam,sugarcane
69.34,12.49,55.12,7.51,26.44,70.11,246.56,sandy loam,sugarcane
60.99,24.93,67.49,7.01,24.75,68.5,263.56,alluvial,sugarcane
58.52,19.39,67.33,6.9,26.6,73.04,247.03,alluvial,sugarcane
66.1,18.53,73.41,7.1,27.64,60.83,251.35,alluvial,sugarcane
66.29,13.24,70.14,6.5,25.03,65.62,245.09,sandy loam,sugarcane
52.79,27.05,58.33,6.15,25.71,68.23,243.47,alluvial,sugarcane
78.83,12.88,67.9,6.87,26.6,64.49,234.29,alluvial,sugarcane
65.32,17.11,74.28,7.37,23.76,63.7,283.82,alluvial,sugarcane
67.45,23.02,70.01,7.49,26.74,71.42,275.97,sandy loam,sugarcane
82.42,18.27,66.91,6.78,23.42,66.66,267.73,alluvial,sugarcane
56.54,17.22,65.95,7.09,27.32,63.65,237.64,alluvial,sugarcane
72.89,15.3,73.69,7.38,24.81,69.94,229.9,sandy loam,sugarcane
73.81,19.26,49.89,7.0,25.46,67.24,261.02,sandy loam,sugarcane
60.11,16.38,60.44,7.12,28.26,62.16,235.25,alluvial,sugarcane
78.71,16.52,50.99,6.96,24.74,57.72,249.46,sandy loam,sugarcane
66.74,16.22,74.96,7.14,27.53,72.34,266.89,alluvial,sugarcane
71.44,16.83,87.43,7.27,29.71,63.0,247.93,alluvial,sugarcane
91.65,17.65,69.47,6.99,25.84,63.03,238.43,sandy loam,sugarcane
72.28,19.19,71.44,7.47,26.25,67.55,271.08,alluvial,sugarcane
86.78,14.37,60.87,6.96,23.41,57.59,235.46,alluvial,sugarcane
76.93,18.86,53.0,7.15,24.9,66.28,283.85,alluvial,sugarcane
78.53,16.66,64.88,7.24,26.36,65.76,258.52,alluvial,sugarcane
77.08,10.61,69.04,7.03,26.9,56.48,212.71,alluvial,sugarcane
64.08,26.74,60.51,7.16,25.05,74.39,245.75,sandy loam,sugarcane
67.52,12.61,73.16,7.31,26.04,62.47,211.62,alluvial,sugarcane
75.83,12.65,72.03,6.84,23.4,62.98,237.72,alluvial,sugarcane
72.44,19.58,63.78,6.71,29.79,66.11,218.08,alluvial,sugarcane
77.54,17.34,87.38,6.91,29.08,63.92,213.46,sandy loam,sugarcane
82.95,7.86,61.04,6.8,25.86,72.36,197.86,alluvial,sugarcane
75.48,23.62,69.36,7.17,24.35,69.76,247.0,sandy loam,sugarcane
73.1,8.01,66.68,6.8,23.97,69.1,214.25,alluvial,sugarcane
94.17,16.39,68.5,6.55,22.82,62.1,267.09,alluvial,sugarcane
72.1,21.28,53.1,6.74,27.86,73.66,245.51,sandy loam,sugarcane
77.79,17.15,66.25,6.97,25.14,60.94,238.22,alluvial,sugarcane
91.05,21.06,68.66,7.06,28.7,72.27,257.15,alluvial,sugarcane
86.53,14.92,69.8,7.23,27.8,63.09,257.4,alluvial,sugarcane
82.33,13.46,82.83,6.75,24.88,71.17,273.93,sandy loam,sugarcane
68.34,19.16,53.68,7.25,27.03,68.12,275.33,sandy loam,sugarcane
104.66,24.19,67.82,7.25,25.8,67.57,234.38,alluvial,sugarcane
65.82,21.81,54.91,6.67,27.2,64.89,252.14,alluvial,sugarcane
53.02,14.98,44.67,7.05,27.16,63.78,235.6,alluvial,sugarcane
62.86,17.48,61.95,7.17,26.85,57.59,258.64,sandy loam,sugarcane
81.0,27.72,63.89,6.71,25.71,75.56,229.58,sandy loam,sugarcane
80.66,17.4,62.77,6.98,25.99,64.51,236.15,sandy loam,sugarcane
63.88,18.02,79.03,7.3,25.55,70.34,242.5,sandy loam,sugarcane
69.55,15.91,62.25,6.49,25.42,59.73,256.89,sandy loam,sugarcane
70.5,10.87,85.39,6.92,27.97,63.22,250.03,sandy loam,sugarcane
80.13,16.6,59.83,6.51,24.88,67.42,274.68,alluvial,sugarcane
59.01,21.17,56.76,6.77,28.01,70.29,259.9,alluvial,sugarcane
69.48,12.9,67.22,6.98,24.88,65.33,256.51,alluvial,sugarcane
75.45,16.47,61.59,7.22,26.47,62.06,266.61,alluvial,sugarcane
67.97,21.16,76.5,6.97,23.75,63.95,290.69,sandy loam,sugarcane
78.18,17.45,71.08,7.91,27.76,70.46,287.9,alluvial,sugarcane
99.49,10.9,68.82,7.26,27.51,59.05,277.07,alluvial,sugarcane
82.79,12.69,69.42,6.68,23.79,67.78,234.99,alluvial,sugarcane
73.56,32.58,69.31,7.2,26.46,64.03,276.99,alluvial,sugarcane
76.7,13.6,73.3,7.12,24.45,61.01,231.6,sandy loam,sugarcane
92.41,20.11,53.81,7.28,24.81,70.37,243.23,sandy loam,sugarcane
73.25,22.24,86.77,7.32,23.5,56.96,258.28,alluvial,sugarcane
69.53,11.32,45.7,7.13,22.55,66.94,251.49,sandy loam,sugarcane
74.83,20.41,78.86,7.56,24.7,65.93,253.21,alluvial,sugarcane
80.88,17.04,76.44,6.63,26.93,70.24,254.61,sandy loam,sugarcane
72.18,19.06,62.7,6.78,27.82,68.57,260.33,alluvial,sugarcane
66.59,14.09,62.25,6.71,25.49,69.6,301.63,alluvial,sugarcane
72.15,15.9,74.93,7.22,23.56,62.37,247.08,alluvial,sugarcane
64.14,10.02,67.69,7.24,27.41,65.95,226.46,alluvial,sugarcane
66.92,18.09,72.86,6.62,26.76,67.52,265.87,alluvial,sugarcane
97.63,25.1,50.5,6.55,25.21,59.24,255.6,sandy loam,sugarcane
84.73,10.75,63.88,7.05,25.41,67.96,233.63,sandy loam,sugarcane
89.75,18.27,73.03,6.75,26.59,69.47,253.65,alluvial,sugarcane
78.42,13.27,55.68,7.3,24.7,62.27,249.71,alluvial,sugarcane
67.5,27.55,73.94,7.49,26.01,77.28,255.05,alluvial,sugarcane
70.16,20.82,74.51,7.08,28.32,58.33,243.99,alluvial,sugarcane
72.38,20.57,86.27,6.21,24.61,69.65,292.05,alluvial,sugarcane
78.05,19.29,79.83,7.04,24.11,64.19,211.29,alluvial,sugarcane
72.1,22.75,66.98,7.14,26.58,64.52,268.83,sandy loam,sugarcane
93.87,4.48,79.94,7.08,26.2,75.26,269.0,sandy loam,sugarcane
67.05,22.97,64.49,7.22,29.05,64.26,234.89,alluvial,sugarcane
71.35,13.74,56.64,6.83,25.56,56.92,253.29,sandy loam,sugarcane
70.28,23.47,46.02,6.57,25.65,75.42,266.7,sandy loam,sugarcane
58.43,15.89,63.32,7.21,26.87,57.74,259.86,alluvial,sugarcane
65.9,16.66,65.62,7.28,27.33,53.86,237.25,alluvial,sugarcane
63.49,16.74,55.68,6.91,27.52,66.02,301.77,alluvial,sugarcane
75.05,19.15,61.85,6.93,25.25,69.85,252.61,alluvial,sugarcane
65.29,18.01,65.66,6.41,30.07,61.12,281.45,alluvial,sugarcane
64.95,10.4,53.6,6.95,26.38,66.18,248.0,sandy loam,sugarcane
70.97,13.34,50.65,6.51,24.7,69.62,230.65,sandy loam,sugarcane
68.47,13.35,81.21,7.14,22.78,60.26,209.81,alluvial,sugarcane
81.81,24.72,86.86,6.66,25.73,66.48,245.59,sandy loam,sugarcane
81.61,26.85,79.07,6.83,27.76,59.97,253.77,alluvial,sugarcane
90.24,14.25,65.15,6.57,26.4,69.52,262.65,alluvial,sugarcane
64.23,18.71,51.72,6.83,27.83,65.79,212.04,alluvial,sugarcane
77.42,17.64,76.28,6.7,26.99,72.08,222.64,alluvial,sugarcane
92.95,17.52,82.64,6.5,26.03,72.04,231.97,alluvial,sugarcane
71.52,19.22,73.49,6.64,25.37,62.62,205.17,alluvial,sugarcane
65.67,24.41,51.33,7.4,28.61,64.49,232.27,alluvial,sugarcane
62.71,19.2,53.46,6.91,27.1,68.42,251.27,alluvial,sugarcane
67.54,19.16,70.16,6.84,26.9,65.41,263.51,alluvial,sugarcane
83.46,7.41,63.29,6.45,25.19,72.66,236.44,alluvial,sugarcane
62.98,29.93,59.53,7.33,25.02,65.48,237.66,sandy loam,sugarcane
72.79,24.33,59.33,6.76,27.33,61.33,259.08,sandy loam,sugarcane
56.19,5.83,72.44,6.69,26.49,69.85,240.31,sandy loam,sugarcane
71.37,21.85,57.69,6.87,26.88,70.97,268.99,sandy loam,sugarcane
56.67,20.16,62.25,7.06,24.68,58.09,292.94,sandy loam,sugarcane
77.77,12.49,85.35,6.9,24.5,61.74,264.45,sandy loam,sugarcane
68.09,17.79,65.44,7.15,26.85,61.85,245.4,alluvial,sugarcane
77.06,13.69,74.85,6.93,24.49,72.37,276.35,alluvial,sugarcane
79.77,13.48,82.79,7.26,27.26,70.79,244.19,sandy loam,sugarcane
70.36,19.19,65.23,7.26,24.19,74.11,276.54,alluvial,sugarcane
77.91,20.94,66.17,6.35,25.63,57.63,257.65,alluvial,sugarcane
74.24,10.28,69.73,7.25,27.08,68.11,288.94,alluvial,sugarcane
57.33,10.5,57.48,6.82,24.83,64.51,240.69,sandy loam,sugarcane
58.38,17.06,64.88,7.12,28.01,68.05,263.99,alluvial,sugarcane
85.33,14.75,61.34,6.98,26.62,70.93,287.03,alluvial,sugarcane
82.26,24.67,78.89,6.96,25.42,65.65,242.85,alluvial,sugarcane
81.23,17.23,80.09,7.42,26.19,67.48,216.84,alluvial,sugarcane
81.26,14.87,72.45,7.04,25.78,64.79,264.52,alluvial,sugarcane
77.73,24.63,63.6,6.94,28.31,63.04,248.09,alluvial,sugarcane
82.64,12.77,66.88,7.06,26.28,62.06,244.87,sandy loam,sugarcane
84.92,21.91,56.8,6.99,23.8,76.41,238.1,alluvial,sugarcane
62.18,9.48,72.55,7.53,26.95,62.65,243.24,sandy loam,sugarcane
72.26,23.03,78.85,7.28,27.44,60.83,277.78,alluvial,sugarcane
70.6,25.16,63.1,7.1,26.12,66.75,245.58,sandy loam,sugarcane
77.75,14.67,67.18,7.23,24.86,59.58,283.78,alluvial,sugarcane
91.48,17.63,53.46,6.88,27.76,67.68,234.12,alluvial,sugarcane
72.82,22.44,64.92,7.13,25.02,61.5,246.43,alluvial,sugarcane
86.68,19.92,43.89,7.16,24.26,69.03,258.56,alluvial,sugarcane
57.59,14.62,58.78,7.94,21.96,61.04,236.77,sandy loam,sugarcane
70.84,21.42,81.13,7.06,26.86,66.77,254.38,sandy loam,sugarcane
70.91,17.41,78.12,7.04,25.69,74.22,277.15,alluvial,sugarcane
61.53,20.9,55.24,7.41,27.17,66.78,286.02,alluvial,sugarcane
96.07,17.4,46.26,7.64,26.28,63.18,225.48,new alluvial,sugarcane
71.71,12.46,59.94,6.88,26.76,70.69,241.31,alluvial,sugarcane
53.08,18.15,66.17,6.89,24.34,63.6,242.13,alluvial,sugarcane
83.28,25.96,49.39,7.0,26.42,59.16,220.66,sandy loam,sugarcane
66.21,12.68,79.1,6.63,27.99,63.42,257.23,alluvial,sugarcane
89.12,24.16,58.78,6.52,28.02,63.32,246.02,sandy loam,sugarcane
47.42,26.17,85.48,7.12,29.4,71.73,239.04,sandy loam,sugarcane
79.84,9.47,62.45,6.61,28.7,53.23,260.49,alluvial,sugarcane
75.31,21.73,53.23,6.69,25.6,66.62,255.08,alluvial,sugarcane
68.03,21.41,73.63,6.7,24.71,63.05,227.77,sandy loam,sugarcane
100.43,19.18,57.41,7.16,27.34,70.17,283.62,alluvial,sugarcane
71.55,20.68,79.97,7.36,27.67,64.99,271.47,alluvial,sugarcane
77.38,25.99,60.34,7.23,25.41,64.62,250.1,sandy loam,sugarcane
77.78,15.12,70.33,6.92,26.21,68.5,254.93,sandy loam,sugarcane
84.29,18.99,63.07,6.71,26.66,74.07,276.44,sandy loam,sugarcane
70.33,21.33,80.23,7.44,25.68,67.29,251.49,alluvial,sugarcane
81.36,10.76,61.62,7.19,27.94,62.54,232.54,alluvial,sugarcane
65.11,22.03,82.63,7.14,30.54,74.01,214.89,sandy loam,sugarcane
95.54,14.4,78.02,7.15,25.56,65.62,221.56,alluvial,sugarcane
77.16,5.49,55.21,6.11,27.74,60.63,294.23,alluvial,sugarcane
80.48,17.89,71.2,7.08,23.1,64.14,243.8,alluvial,sugarcane
83.43,16.44,65.18,7.13,25.33,73.0,259.87,sandy loam,sugarcane
85.24,29.03,63.23,7.48,24.14,62.86,241.43,alluvial,sugarcane
72.92,23.9,65.22,6.87,26.48,60.69,236.69,alluvial,sugarcane
58.76,17.19,60.76,7.31,27.01,64.32,228.68,alluvial,sugarcane
65.64,11.17,73.88,7.08,24.34,75.45,249.45,sandy loam,sugarcane
63.15,26.8,76.65,7.25,25.73,67.87,258.77,alluvial,sugarcane
75.1,12.31,65.25,7.07,27.13,60.14,208.82,alluvial,sugarcane
75.27,21.24,59.29,6.99,26.02,59.21,256.35,alluvial,sugarcane
60.5,12.11,68.88,7.35,24.68,60.5,257.19,sandy loam,sugarcane
77.39,30.06,77.55,6.43,27.21,79.21,271.19,alluvial,sugarcane
76.07,11.76,57.51,7.11,28.61,72.13,249.12,alluvial,sugarcane
52.97,28.24,58.76,7.28,25.33,63.32,276.11,alluvial,sugarcane
78.89,20.66,66.61,6.93,28.08,60.29,248.47,sandy loam,sugarcane
73.35,11.51,60.95,7.06,27.19,59.34,251.2,alluvial,sugarcane
81.27,22.41,60.9,7.01,26.51,83.19,247.04,sandy loam,sugarcane
76.69,12.69,65.65,7.59,26.41,69.26,261.84,alluvial,sugarcane
81.22,12.38,57.57,6.82,25.7,70.77,235.54,alluvial,sugarcane
60.44,10.05,63.88,6.76,25.11,66.23,244.33,sandy loam,sugarcane
66.59,15.91,55.86,6.84,28.91,64.05,273.46,alluvial,sugarcane
100.85,27.47,65.99,7.43,26.4,66.81,232.78,alluvial,sugarcane
82.99,18.62,62.72,6.85,28.65,65.29,268.02,alluvial,sugarcane
80.31,22.72,58.1,6.78,30.27,64.54,245.73,alluvial,sugarcane
76.15,11.71,70.56,7.24,23.7,64.77,223.67,alluvial,sugarcane
67.11,1.87,55.6,6.29,23.69,46.67,273.07,peat,sugarcane
62.34,16.46,69.01,7.06,28.21,70.21,274.44,alluvial,sugarcane
65.5,8.67,67.24,7.31,26.43,59.86,246.77,alluvial,sugarcane
63.79,15.31,75.11,6.94,25.71,57.04,265.86,alluvial,sugarcane
80.61,14.31,68.32,7.28,23.79,67.16,221.09,alluvial,sugarcane
82.09,16.91,68.23,6.95,26.8,69.11,256.86,alluvial,sugarcane
68.81,20.52,70.55,6.28,26.94,67.24,246.82,alluvial,sugarcane
71.76,18.55,69.19,7.02,28.4,72.37,256.44,sandy loam,sugarcane
77.35,21.53,67.95,7.04,27.72,71.4,254.85,alluvial,sugarcane
59.18,23.92,58.66,7.01,26.22,69.33,283.36,alluvial,sugarcane
77.3,19.91,70.59,6.57,24.58,69.5,263.35,sandy loam,sugarcane
75.79,8.47,48.88,7.32,27.41,63.2,256.05,alluvial,sugarcane
61.36,23.4,65.42,7.05,26.4,64.88,227.87,sandy loam,sugarcane
83.08,7.93,59.23,7.3,26.82,66.36,261.25,alluvial,sugarcane
66.14,15.4,72.7,7.21,22.91,71.07,208.66,alluvial,sugarcane
73.87,17.89,70.84,7.22,27.3,65.9,240.37,sandy loam,sugarcane
71.85,17.98,65.18,6.74,26.51,67.17,242.63,alluvial,sugarcane
82.82,19.54,79.05,7.27,30.92,70.4,244.55,alluvial,sugarcane
67.94,15.11,51.11,6.87,25.44,77.03,284.14,alluvial,sugarcane
61.13,15.2,71.7,7.2,26.89,72.53,214.96,alluvial,sugarcane
60.56,22.78,61.63,6.71,27.7,62.71,195.07,alluvial,sugarcane
69.79,9.78,64.41,6.95,27.87,70.34,247.07,alluvial,sugarcane
85.65,14.83,63.73,7.03,24.82,68.72,247.21,sandy loam,sugarcane
54.62,21.87,56.75,7.57,27.91,69.44,251.31,alluvial,sugarcane
75.7,16.06,81.13,7.05,27.46,57.89,240.51,sandy loam,sugarcane
84.33,16.36,73.95,7.24,24.89,52.61,250.08,alluvial,sugarcane
77.25,18.41,76.28,7.37,25.52,61.87,211.15,alluvial,sugarcane
86.4,20.82,58.01,7.04,24.65,64.57,238.54,sandy loam,sugarcane
55.29,28.86,79.88,6.84,27.86,72.44,211.22,sandy loam,sugarcane
83.62,21.06,67.5,6.44,24.73,63.64,240.2,alluvial,sugarcane
74.81,24.6,62.99,7.23,25.46,73.03,251.06,alluvial,sugarcane
88.48,22.89,69.32,7.3,23.42,67.76,271.06,sandy loam,sugarcane
56.14,14.94,57.2,6.24,26.34,72.56,247.47,silty clay,sugarcane
73.67,17.97,73.3,6.63,23.87,59.48,247.73,sandy loam,sugarcane
75.75,16.69,79.86,6.58,24.87,73.08,252.25,alluvial,sugarcane
65.57,14.0,62.57,7.14,24.94,72.42,247.93,alluvial,sugarcane
75.3,15.55,71.88,6.64,26.48,64.9,278.45,sandy loam,sugarcane
88.71,5.93,79.73,7.1,28.6,57.65,249.4,alluvial,sugarcane
88.53,7.43,51.45,7.28,25.2,65.36,231.74,sandy loam,sugarcane
83.83,16.85,72.76,7.2,25.57,69.5,270.39,alluvial,sugarcane
88.19,17.93,68.94,7.23,25.22,62.93,250.46,alluvial,sugarcane
72.29,14.98,55.33,7.54,27.28,71.59,271.57,alluvial,sugarcane
74.29,22.42,70.09,6.81,23.77,70.13,286.8,alluvial,sugarcane
51.21,20.64,81.44,6.84,26.41,66.37,211.39,alluvial,sugarcane
60.38,24.2,60.3,7.13,23.51,68.1,209.52,alluvial,sugarcane
84.29,7.96,65.74,7.41,24.37,71.83,275.4,alluvial,sugarcane
73.04,20.65,79.87,7.15,25.88,73.7,233.22,alluvial,sugarcane
66.06,23.1,56.26,7.46,28.41,74.06,268.07,alluvial,sugarcane
76.67,21.52,81.61,7.12,27.14,55.15,264.5,alluvial,sugarcane
85.23,20.16,66.04,7.2,23.32,68.55,231.96,sandy loam,sugarcane
81.64,12.24,58.13,6.88,26.58,73.34,240.28,alluvial,sugarcane
72.54,28.81,71.64,6.96,27.55,61.08,242.08,alluvial,sugarcane
66.62,22.68,53.28,7.27,23.89,61.95,246.1,alluvial,sugarcane
90.13,20.18,65.32,6.93,22.5,68.24,259.54,alluvial,sugarcane
70.66,21.74,56.21,7.07,25.82,70.59,242.13,sandy loam,sugarcane
87.88,21.94,71.6,6.91,26.72,72.05,213.56,sandy loam,sugarcane
36.96,25.48,63.15,6.99,25.81,70.75,269.14,alluvial,sugarcane
74.41,15.17,71.87,6.57,25.46,68.77,234.36,alluvial,sugarcane
65.22,21.48,75.36,7.07,26.11,76.64,213.75,alluvial,sugarcane
69.26,9.77,62.91,6.91,26.07,68.43,235.11,alluvial,sugarcane
65.44,16.27,79.74,7.01,24.8,66.33,249.8,alluvial,sugarcane
64.47,11.35,75.24,6.71,26.87,62.77,217.8,sandy loam,sugarcane
58.44,14.09,73.53,7.07,26.74,70.34,232.85,sandy loam,sugarcane
79.9,18.62,59.34,7.39,25.57,69.4,250.11,alluvial,sugarcane
77.86,22.0,78.1,7.24,25.85,70.36,234.79,alluvial,sugarcane
73.01,20.35,77.78,6.86,25.21,66.8,236.4,alluvial,sugarcane
63.29,13.54,55.21,6.8,25.3,61.77,258.51,alluvial,sugarcane
73.45,18.56,62.22,6.91,23.86,75.44,271.12,alluvial,sugarcane
55.55,24.18,69.05,7.06,27.74,60.75,244.09,alluvial,sugarcane
90.99,21.46,78.93,6.71,26.37,61.28,247.56,alluvial,sugarcane
99.87,16.93,70.6,7.02,24.3,60.5,263.12,alluvial,sugarcane
98.24,14.69,59.77,6.84,25.16,62.3,273.41,sandy loam,sugarcane
64.95,16.58,54.07,7.14,26.7,61.19,270.24,alluvial,sugarcane
61.17,12.56,65.32,7.35,25.23,68.29,260.04,alluvial,sugarcane
69.61,19.8,66.3,6.87,25.2,63.81,256.63,alluvial,sugarcane
72.72,23.6,78.84,7.11,28.9,61.71,259.22,alluvial,sugarcane
72.03,19.78,75.71,7.3,25.17,65.97,246.83,alluvial,sugarcane
82.08,12.5,80.44,6.76,25.04,65.98,268.42,alluvial,sugarcane
44.46,17.63,64.55,6.86,28.3,64.22,276.22,alluvial,sugarcane
102.41,22.0,56.38,7.48,26.5,62.12,250.61,alluvial,sugarcane
86.26,25.59,89.67,7.11,26.85,67.55,253.97,sandy loam,sugarcane
68.11,14.67,76.46,7.42,25.47,67.92,234.96,alluvial,sugarcane
66.07,14.49,68.82,6.92,26.46,72.36,241.26,sandy loam,sugarcane
